墓	tomb; grave; mausoleum; grave; tomb; mausoleum
说明书	manual; synopsis; (technical) manual; (book of) directions; synopsis (of a play or film); specification (patent); CL:本[běn]
确保	ensure; to ensure; to guarantee
尺寸	size; measurement; dimension; size; dimensions; measurements (esp. of clothes)/(coll.) propriety
障碍	barrier; obstruction; hindrance; impediment; obstacle
姓名	full name; surname and given name
中部	central section; middle part; middle part; central section
老是	always; all times; always
纯净水	pure water; purified water
坚定	Firm, steadfast; firm; steady; staunch; resolute
之类	such as; and so on; and so on; and such
转移	transfer; to shift; to relocate; to transfer/(fig.) to shift (attention); to change (the subject etc)/(medicine) to metastasize
回到	back to; to return to
协调	coordinate; to coordinate; to harmonize; to fit together; to match (colors etc); harmonious; concerted
大师	great master; grandmaster; master; great master; master
乱象 	Chaotic; 
鼠	mouse; rat; (bound form) rat; mouse
挤	squeeze; press; crowd; push; crowded; to crowd in; to cram in; to force others aside; to press; to squeeze; to find (time in one's busy schedule)
学费	tuition fee; tuition; school fee; tuition fee; tuition; CL:个[gè]
忘	forget; to forget; to overlook; to neglect
有着	have; possess; to have; to possess
兔	rabbit; hare; rabbit
发出	issue; send out; give off; emit; to issue (an order, decree etc); to send out; to dispatch; to produce (a sound); to let out (a laugh)
齿龈音	alveolar sound; alveolar, apical, or supradental sound (linguistics)
解放	liberate; to liberate; to emancipate; liberation; refers to the Communists' victory over the Nationalists in 1949; CL:次[cì]
功课	homework; schoolwork; classwork; homework; assignment; task; classwork; lesson; study; CL:门[mén]
不敢当	I really don’t deserve this.; lit. I dare not (accept the honor); fig. I don't deserve your praise; you flatter me
快递	express delivery
难题	problem; difficult problem; puzzle; difficult problem
坚固	strong; firm; firmly; hard; stable
珍珠	Pearl; pearl/CL:颗[kē]
原先	originally; original; former
正当	proper; timely; just (when needed)||honest; reasonable; fair; sensible
选修	elective; take as an elective course; (at a school) to take as an elective; an elective; elective (subject)
忠心	loyalty; devotion; faithfulness; good faith; devotion; loyalty; dedication
升高	hoist; elevate; lift; escalate; exaltation; to raise; to ascend
被告	defendant
喜爱	like; love; be fond of; to like; to love; to be fond of; favorite
时装	fashion; fashionable dress; fashion; fashionable clothes
叫作	be called; be known as; to call; to be called
园林	gardens; park; landscape garden
更是	more; even more; even more (so)
家里	In the home; home
长寿	long life; longevity; longevity; long-lived; Changshou, a district of Chongqing 重慶|重庆[Chong2qìng]
鬼	ghost; spirit; apparition; dirty trick; terrible; smart; disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; sly; crafty; resourceful (variant of 诡[guǐ]); one of the 28 constellations of ancient Chinese astronomy
家长	parent; the head of the family; head of a household; family head; patriarch; parent or guardian of a child
透	penetrate; pass through; tell secretly; show; through; (bound form) to penetrate; to seep through; to tell secretly; to leak; thoroughly; through and through; to appear; to show
出台	introduced; be published; to officially launch (a policy, program etc); to appear on stage; to appear publicly; (of a bar girl) to leave with a client
民歌	folk song; ballad; folk song/CL:支[zhī],首[shǒu]
深化	deepen; intensify; to deepen; to intensify
河	river; river/CL:条[tiáo],道[dào]
熟人	acquaintance; friend
划船	row; paddle a boat; go boating; to row a boat; rowing; boating; small boat
预期	expect; anticipate; to expect; to anticipate
桥梁	bridge; bridge (lit. and fig.)
野生	wild; uncultivated; feral; wild; undomesticated
老人	old people; the aged; old man or woman; the elderly; one's aged parents or grandparents
来信	send a letter here; incoming letter; incoming letter; to send us a letter
番	Some; barbarian; classifier for processes or actions that take time and effort; (classifier) a kind; a sort; (classifier) (used after the verb 翻[fān] to indicate how many times a quantity doubles, as in 翻一番[fān yī fān] "to double"); surname Pan||(bound form) foreign (non-Chinese)
全场	everyone present; the whole audience; across-the-board; unanimously; whole duration (of a competition or match)
提升	promote; hoist; elevate; promotion; to promote (to a higher-ranking position)/to lift; to hoist/(fig.) to elevate; to raise; to improve
推行	practise; carry out; pursue; to put into effect; to carry out
加上	plus; add; with the addition of; plus; to put in; to add; to add on; to add into; in addition; on top of that
静	silent; quiet; calm; still; calm; quiet; not moving
要素	essential factor; key constituent
大哥	big brother; elder brother; eldest brother; big brother (polite address for a man of about the same age as oneself); gang leader; boss
模样	look; style; appearance; approximation; about; CL:个[gè]
熊	bear; rebuke; scold; bear; (coll.) to scold; to rebuke; (coll.) weak; incapable; surname Xiong
净	clean; empty; net; cleanse; wash; only; merely; clean; completely; only; net (income, exports etc); (Chinese opera) painted face male role
按	press; push; check; restrain; to press; to push; to leave aside or shelve; to control; to restrain; to keep one's hand on; to check or refer to; according to; in the light of; (of an editor or author) to make a comment
默契	tacit understanding; mutual understanding; rapport; connected at a deep level with each other; (of team members) well coordinated; tight
借鉴	take example by; to draw on (others' experience)/to learn from (how others do things)/lesson to be learned (by observing others)
理智	reasonable; reason; intellect; rationality; rational
心愿	wish; aspiration; cherished desire; dream; craving; wish; aspiration
罚	punish; penalize; punishment; retribution; to punish; to penalize; to fine
外出	go out; to go out; to go away (on a trip etc)
药品	drug; medicine; medicament; medicaments; medicine; drug
指定	Appoint; to appoint; to assign; to indicate clearly and with certainty; designated
叉	fork; cross; fork; pitchfork; prong; pick; cross; intersect; "X"||to cross; be stuck||to diverge; to open (as legs)
名誉	fame; reputation; honor; honorary; emeritus (of retired professor)
真理	Truth; truth/CL:个[gè]
司长	director; department Chief; bureau chief
绘画	paint; draw; drawing; painting; to draw; to paint
中级	intermediate; middle-level; middle level (in a hierarchy)
同样	same; equal; similar; similarly; also; too
讨好	to please; to please (others); to get the desired outcome; to win favor by fawning on sb; to curry favor with; a fruitful outcome to reward one's labor
出面	come forward; appear personally; to appear personally; to step in; to step forth; to show up
缺	be short of; lack; deficiency; lack; scarce; vacant post; to run short of
必需	essential; indispensable; to need; to require; essential; indispensable
人力	manpower; manual labour; manpower; labor power
听写	dictation; dictate; (of a pupil) to write down (in a dictation exercise); dictation/(music) to transcribe by ear
维生素	vitamin
女性	woman; woman; femininity; woman; the female sex
比分	score
必	must; certainly; necessarily; certainly; must; will; necessarily
眼前	now; at the moment; before one’s eyes; before one's eyes; now; at present
大众	public; the masses; people; the masses; the great bulk of the population; popular (of music, science etc); Volkswagen (automobile manufacturer)
不见	not see; not meet; not to see; not to meet; to have disappeared; to be missing
白色	white; fig. reactionary; anti-communist
合约	treaty; contract; arrangement; deal; treaty; contract
检验	test; to inspect; to examine; to test
羊	sheep; goat; surname Yang; CL:头[tóu],只[zhī]
百货	department store; general merchandise; general merchandise
外部	outside; external; exterior; the outside; (attributive) external; exterior; surface
钟	bell; clock; call bell; time; handleless cup; goblet; to concentrate; variant of 钟[zhōng]; clock; o'clock; time as measured in hours and minutes; bell; surname Zhong; CL:架[jià],座[zuò]
季	season; period; season; the last month of a season; fourth or youngest amongst brothers; classifier for seasonal crop yields; surname Ji
使得	make; cause; usable; workable; usable; serviceable; feasible; workable; doable; to make; to cause; to bring about
酱	sauce; paste; jam; thick sauce; thick paste of fermented soybean; marinated in soy paste; paste; jam
仰	look up; face upward; to face upward; to look up; to admire; to rely on; surname Yang
修车	car repair; car repairing; to repair a bike (car etc)
接连	One after another; on end; in a row; in succession
西南	southwest
他们	they; them
这里	here
型号	model; type; pattern; model (particular version of a manufactured article)/type (product specification in terms of color, size etc)
杂	miscellaneous; varied; mixed; mix; mixed; miscellaneous; various; to mix
关爱	care; caring; to show concern and care for
补偿	compensate; to compensate; to make up
字典	dictionary; Chinese character dictionary (containing entries for single characters, contrasted with a 詞典|词典[cí diǎn], which has entries for words of one or more characters)/(coll.) dictionary/CL:本[běn]
拜访	visit; to pay a visit; to call on
民工	migrant workers; civilian worker; migrant worker (who moved from a rural area of China to a city to find work)/temporary worker enlisted on a public project
调	suit well; mix; adjust; fit in perfectly; transfer; shift; move; to transfer; to move (troops or cadres); to investigate; to enquire into; accent; view; argument; key (in music); mode (music); tune; tone; melody||to harmonize; to reconcile; to blend; to suit well; to adjust; to regulate; to season (food); to provoke; to incite
开创	start; initiate; begin; to initiate; to start; to found
母女	mother and daughter; mother-daughter
精品	boutique; quality goods; premium product; fine work (of art)
默默	silently; in silence; not speaking
动画	cartoon; animation; animation; cartoon
干扰	interfere; to disturb; to interfere; perturbation; interference (physics)
望见	see; set eyes on; to espy; to spot
齐	together; uniform; neat; be level with; (name of states and dynasties at several different periods); neat; even; level with; identical; simultaneous; all together; to even sth out; surname Qi
高原	plateau; highland; tableland; plateau/CL:片[piàn]
迎来	usher in; greet; to welcome (a visitor or newcomer)/(fig.) to usher in
远处	distance; far away; distant place
酒水	drinks; beverage; booze; beverage; drink
过时	obsolete; outdate; outmode; out of style; old-fashioned; out of date; to be later than the time stipulated or agreed upon
西部	west; western part
接收	receive; accept; take over; admit; reception (of transmitted signal); to receive; to accept; to admit; to take over (e.g. a factory); to expropriate
跳水	dive; diving; to dive (into water); (sports) diving; to commit suicide by jumping into water; (fig.) (of stock prices etc) to fall dramatically
抢救	rescue; to rescue
受	be subjecte; suffer; receive; accept; stand; to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker)
相片	photo; photograph; image; photograph; CL:张[zhāng]
报刊	newspapers and periodicals; press; newspapers and periodicals; the press
游	swim; wander; travel; tour; to swim; variant of 游[yóu]; to walk; to tour; to roam; to travel; surname You
有的是	have plenty of; there’s no lack of; have plenty of; there's no lack of
工商	industry and commerce
防范	be on guard; keep a lookout; to be on guard; wariness; to guard against; preventive
恰恰	just; exactly; precisely; exactly; just; precisely
小学生	elementary school student; primary school student; schoolchild; (fig.) beginner; CL:个[gè],名[míng]
跪	kneel; to kneel
学会	learn; master; study; to learn; to master; institute; learned society; (scholarly) association
强化	strengthen; intensify; strengthening; to strengthen; to intensify
面子	prestige; face; outer surface; the outside of sth; social prestige; face; (medicinal) powder
衡量	weigh; measure; scale; weight; to weigh; to examine; to consider
也好	may as well; no matter whether; that's fine; may as well; (reduplicated) regardless of whether ... or ...
平凡	commonplace; ordinary; mediocre
低头	head down; lower one’s head; submit; to bow the head; to yield; to give in
打开	turn on; to open; to show (a ticket); to turn on; to switch on
传	pass; pass on; hand down; impart; spread; transmit; to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity)||biography; historical narrative; commentaries; relay station
分散	Dispersed; to scatter; to disperse; to distribute
资助	give financial aid; to subsidize; to provide financial aid; subsidy
公	public; fair; impartial; male; public affairs; make public; public; collectively owned; common; international (e.g. high seas, metric system, calendar); make public; fair; just; honorable (gentlemen); father-in-law; male (animal); Duke, highest of five orders of nobility 五等爵位[wǔ děng jué wèi]
不曾	never; hasn't yet; hasn't ever
电动	motor-driven; power-driven; electric; electric-powered/(Tw) video game
牙	tooth; ivory; tooth-like thing; tooth; ivory; CL:颗[kē]
近期	near in time; in the near future; very soon; recent
相等	equal; equally; equivalent
虫子	insect; worm; bug; insect; bug; worm; CL:条[tiáo],只[zhī]
学	learn; study; to learn; to study; to imitate; science; -ology
治理	Government; to govern; to administer; to manage; to control; governance
表面上	superficial; ostensible; apparent; apparently; outwardly; superficially; on the face of it
已	already; afterwards; already; to stop; then; afterwards
通道	access; aisle; passage; passageway; (communications) channel; thoroughfare; passage; Tongdao Dong autonomous county in Huaihua 懷化|怀化[huái huà], Hunan
更加	more; even more; more (than sth else)/even more
女子	woman; female; woman; female
启动	switch on; start; to start (a machine); (fig.) to set in motion; to launch (an operation); to activate (a plan)
球星	star; sports star (ball sport)
听说	be told; hear of; to hear (sth said); one hears (that); hearsay; listening and speaking
外边	outside; outer surface; abroad; place other than one's home
本期	current period; the current period; this term (usually in finance)
用品	supplies; appliance; articles for use; products; goods
感到	feel; sense; to feel; to sense; to perceive
填	fill; stuff; fill in; write; to fill or stuff/(of a form etc) to fill in
优良	fine; good; excellent; fine; good; first-rate
早晚	sooner or later; morning and evening; time; some day; morning and evening/(dialect) some time in the future; some day
下雪	snow; snowing; to snow
吃力	Sweaty; to entail strenuous effort; to toil at a task; strenuous; laborious; strain
机关	mechanism; gear; machine-operated; office; organ; intrigue; mechanism; gear; machine-operated; office; agency; organ; organization; establishment; institution; body; stratagem; scheme; intrigue; plot; trick; CL:个[gè]
铁	iron; iron (metal); arms; weapons; hard; strong; violent; unshakeable; determined; close; tight (slang); surname Tie
原理	principle; theory
儿科	pediatrics; pediatric department; pediatrics
疼痛	pain; ache; soreness; pain/(of a body part) to be painful; to be sore; to hurt/(of a person) to be in pain
战友	comrades in arms; comrade-in-arms; battle companion
空中	in the air; in the sky; in the sky; in the air
站台	platform; railway platform; platform (at a railway station)/(Tw) (of an influential person) to publicly lend one's support (e.g. for an election candidate)/(Tw) website
电视机	television; television set/CL:台[tái]
拆迁	demolition; relocation; to demolish a building and relocate the inhabitants
怎么办	how to; what to do; what's to be done
意志	will; willpower; determination
负	negative; load; loss; defeat; bear; carry; lose; owe; to bear; to carry (on one's back); to turn one's back on; to be defeated; negative (math. etc)
设计师	designer; architect
问路	ask for directions; to ask for directions; to ask the way (to some place)
音节	syllable
厂长	factory director; plant manager; factory director
本土	mainland; one’s native country; metropolitan territory; one's native country; native; local; metropolitan territory
出事	meet with a mishap; have an accident; to have an accident; to meet with a mishap
电灯	electric light; electric light/CL:盏[zhǎn]
尽	exhaust; finish; to the limit; use up; exhaust; to the greatest extent; (when used before a noun of location) furthest or extreme; to be within the limits of; to give priority to||to use up; to exhaust; to end; to finish; to the utmost; exhausted; finished; to the limit (of sth); all; entirely
好好	really good, really nice; well; carefully; nicely; properly
机制	mechanism; machine-processed; machine-made; mechanism; machine-processed; machine-made
清	clear; quiet; distinct; thoroughly; the Qing Dynasty; (of water etc) clear; clean; quiet; still; pure; uncorrupted; clear; distinct; to clear; to settle (accounts); surname Qing; Qing (Wade-Giles: Ch'ing) dynasty of imperial China (1644-1911)
行驶	go; ply; travel; to travel along a route (of vehicles etc)
场所	location; place
奔跑	run; to run
送到	sent to (place); 
诗歌	poem; poetry; poem/CL:本[běn],首[shǒu],段[duàn]
持有	hold; possess; to hold (passport, views etc)
除	to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including
卫生	hygiene; health; sanitation; health; hygiene; sanitation
名	name; noun (part of speech); place (e.g. among winners); famous; classifier for people
撤离	withdraw; leave; evacuate; to withdraw from; to evacuate
摄像头	CCTV; webcam; surveillance camera
羽绒服	Down Jackets; down-filled garment
路边	roadside; wayside; curb; roadside; wayside
众多	multitudinous; numerous; many; numerous
路过	pass by; to pass by or through
夫妻	man and wife; husband and wife; married couple
房价	house price; cost of housing
双打	doubles; pair game; doubles (in sports)/CL:场[chǎng]
变更	change; alter; modify; to change; to alter; to modify
变	change; to change; to become different; to transform; to vary; rebellion
法	law; way; method; example; rule; abbr. for 法國|法国[fǎ guó]; law; method; way; to emulate; (Buddhism) dharma; (abbr. for 法家[fǎ jiā]) the Legalists; (physics) farad (abbr. for 法拉[fǎ lā]); France; French
重组	reorganization; regroup; to reorganize; to recombine; to restructure
肠	intestine; bowel; intestinal; intestines
化石	fossil
癌症	cancer
牺牲	sacrifice; to sacrifice one's life; to sacrifice (sth valued); beast slaughtered as a sacrifice
命大	Luckily; lucky (to have escaped death or serious injury)
飞船	spaceship; airship; dirigible; areoboat; vehicle; spaceship; spacecraft; dirigible; airship
测定	determine; determination; measurement; to determine (by measuring or surveying)
影视	film and television; movies and television
体操	gymnastic; gymnastics
此事	this matter
命案	murder, homicide; homicide case; murder case
衬衣	shirt; shirt/CL:件[jiàn]
疯	mad; crazy; insane; insane; mad; wild
真的	really; truly; indeed; real; true; genuine; (math.) proper
目光	Eye; gaze; (fig.) attention; expression in one's eyes; look; (lit. and fig.) sight; vision
方便面	instant noodles
慢慢	slowly
知足 	contented; 
陷入	fall into; to sink into; to get caught up in; to land in (a predicament)
那样	that kind; like that; such; that kind; that sort
考题	examination questions; examination paper; exam question
后边	behind; back; the back; the rear; the last bit; behind; near the end; at the back; later; afterwards
艰难	difficult; hard; challenging
长短	short and long; length; accident; extent; length; accident; mishap; right and wrong; good and bad; merits and demerits
晴朗	sunny; sunny and cloudless
火腿	ham; ham/CL:个[gè]
水槽	sink
以便	so that; so as to; in order to
轮船	Ship; steamship; steamer; steamboat/CL:艘[sōu]
救援	rescue; succor; support; to save; to support; to help; to assist
清晨	early morning
拆除	tear down; demolish; dismantle; remove; to tear down; to demolish; to dismantle; to remove
回去	go back; to return; to go back
开业	start business; open a private practice; to open a business; to open a practice; open (for business)
只见	only see; see; to see (the same thing) over and over again; to see, to one's surprise, (sth happen suddenly)
旅行社	travel agency
不怎么	not particularly; not very; not very; not particularly
推出	roll out; push-off; to push out; to release; to launch; to publish; to recommend
窗台	windowsill; sill; windowsill; window ledge
烟	smoke; tobacco; be irritated by smoke; cigarette or pipe tobacco; smoke; mist; vapour; tobacco plant; (of the eyes) to be irritated by smoke; CL:根[gēn]; CL:缕[lu:3]
毒品	drugs; narcotics; poison
理财	manage finances; conduct financial transactions; to manage wealth; to manage finances; money management
种种	all sorts of; all kinds of; a variety of; all kinds of
造型	style; modeling; to model; to shape; appearance; style; design; form; pose
年度	year; year (e.g. school year, fiscal year)/annual
A变了	A has changed; 
宁静	peaceful; tranquil; quiet; tranquil; tranquility; serenity
茶叶	tea; tea-leaves; tea; tea leaves; CL:盒[hé],罐[guàn],包[bāo],片[piàn]
屋	house; room; (bound form) house/(bound form) room
赠送	Give; to present as a gift
支配	Control; to control; to dominate; to allocate
法规	rule of law; statute; law; legislation; statute
班级	class; class (group of students)/grade (in school)
微波炉	microwave oven; microwave oven/CL:台[tái]
途中	on the way to; en route; en route
摔进	Fall in; 
游人	visitor; tourist; sightseer; a tourist
最佳	optimal; the best; optimum; optimum; optimal; peak; best (athlete, movie etc)
队员	team member
福	blessing; good fortune; abbr. for Fujian province 福建省[fú jiàn shěng]; good fortune; happiness; luck; surname Fu
促销	promotion; to promote sales
或	maybe; perhaps; might; possibly; or
比重	specific gravity; proportion; proportion; specific gravity
理	reason; truth; texture; to manage; texture; grain (of wood); inner essence; intrinsic order; reason; logic; truth; science; natural science (esp. physics); to manage; to pay attention to; to run (affairs); to handle; to put in order; to tidy up
代理	agent; to act on behalf of sb in a responsible position; to act as an agent or proxy; surrogate; (computing) proxy
确立	establish; to establish; to institute
音量	volume; sound volume; loudness; volume
首次	for the first time; first; first; first time; for the first time
上门	drop in; visit; to drop in; to visit; to lock a door; (of a shop) to close; to go and live with one's wife's family, in effect becoming a member of her family
楼下	downstairs
没有	have not; no; haven't; hasn't; doesn't exist; to not have; to not be
官司	lawsuit; lawsuit/CL:场[cháng]
价钱	price
另	another; other; separately; other; another; separate; separately
热水	hot water
哇	wow; sound of a child's crying; sound of vomiting||replaces 啊[a] when following the vowel "u" or "ao"; Wow!
职务	post; position; job; duties
才能	talent; ability; gift; talent; ability; capacity
大海	sea; ocean
用处	use; good; usefulness; usefulness/CL:个[gè]
划分	Divide; to divide up; to partition; to differentiate
一同	together; at the same time and place; together
汽车	car; automobile; bus; CL:辆[liàng]
不光	not the only one; not only
称号	name; term of address; title
继承	inherit; to inherit; to succeed to (the throne etc); to carry on (a tradition etc)
坏人	bad person; villain
救助	succour; salvation; help sb. in danger or difficulty; to help sb in trouble; aid; assistance
晓得	know; to know
调解	mediate; to mediate; to bring parties to an agreement
马车	carriage; wagon; cart; chariot; carriage; buggy
码头	dock; pier; wharf; CL:个[gè]
费用	cost; expenses; outlay; cost; expenditure; expense; CL:笔[bǐ],个[gè]
随后	follow; soon afterwards; soon after
树叶	leaf; tree leaf; tree leaves
补助	subsidy; subsidize; allowance; to subsidize; subsidy; allowance
增	increase; gain; add; expand; (bound form) to increase; to augment; to add to
机动车	motor vehicle
医疗	medical treatment
或是	or; either one or the other
学科	branch of learning; subject; discipline; subject; branch of learning; course; academic discipline
国会	parliament ; congress; Parliament (UK)/Congress (US)/Diet (Japan)/Legislative Yuan (Taiwan)
镜头	camera lens; camera shot (in a movie etc); scene
间接	indirect
快速	fast; high-speed; fast; high-speed; rapid
无效	invalid; null; to no avail; in vain; not valid; ineffective; in vain
展现	To show; to unfold before one's eyes; to emerge; to reveal; to display
困惑	Puzzled; bewildered; perplexed; confused; difficult problem; perplexity
内蒙古	Inner Mongolia; Inner Mongolia (abbr. for 內蒙古自治區|内蒙古自治区[nèi měng gǔ Zì zhì qū])
组长	group leader
午餐	lunch; luncheon; CL:份[fèn],顿[dùn],次[cì]
暴雨	torrential rain; rainstorm; scat; torrential rain; rainstorm; CL:场[cháng],阵[zhèn]
塞	fill in; squeeze; stuff; stopper; abbr. for 塞爾維亞|塞尔维亚[sāi ěr wéi yà]||to stop up; to squeeze in; to stuff; cork; stopper||strategic pass; tactical border position||to stop up; to stuff; to cope with; Serbia; Serbian
停止	stop; cease; suspend; call off; halt; to stop; to halt; to cease
口号	slogan; catchword; catchphrase; slogan; catchphrase; CL:个[gè]
戏曲	drama; Chinese opera; Chinese opera
急救	first aid; emergency treatment; to give emergency treatment; first aid
得了	stop it; hold it; got; all right!; that's enough!||(emphatically, in rhetorical questions) possible
时时	often; constantly; often; constantly
起码	Minimum, at least; at the minimum; at the very least
型	mould; model; type; pattern; mold; type; style; model
海底	seabed ; seafloor; seabed; seafloor; bottom of the ocean
不大	not big; not very; not too; not often
斗争	Struggle; a struggle; fight; battle
长大	grow up; to grow up
支援	support; to provide assistance; to support; to back
会见	meet with; pay a visit; to meet with (sb who is paying a visit)/CL:次[cì]
名牌儿	famous brand; nameplate; name tag
电力	electricity; electric power; electrical power; electricity
刚刚	just; only; just a moment ago; just recently; just a moment ago
秋季	autumn; fall; autumn; fall
炮	cannon; gun; firecracker; artillery piece; to sauté; to fry; to dry by heating||to prepare herbal medicine by roasting or parching (in a pan)||cannon; firecracker; CL:座[zuò]
风	wind; news; style; custom; manner; CL:阵[zhèn],丝[sī]
深厚	deep; profound; solid; deep-seated; deep; profound
胶带	tape; adhesive plaster; adhesive tape; magnetic tape
清洁工	dustman; cleaner; cleaner; janitor; garbage collector
拾	pick up, collect; to ascend in light steps||to pick up; to collate or arrange; ten (banker's anti-fraud numeral)
为此	to this end; for this reason; for this purpose; for this reason; with regards to this; in this respect; in order to do this; to this end
不许	not allow; must not; can’t; not to allow; must not; can't
水灾	flood; inundation; flood; flood damage
亚运会	Asian Games
侵犯	Violation; to infringe on; to encroach on; to violate; to assault
会员	membership; member
微博	Weibo (a Chinese social media app); microblogging; microblog
看上去	seem; it would appear; it seems (that)
圆珠笔	ball point pen; ballpoint pen/CL:支[zhī],枝[zhī]
让座	offer one’s seat to sb.; to give up one's seat for sb
塑料	plastic; plastics/CL:种[zhǒng]
眼	eye; small hole; crux (of a matter); classifier for big hollow things (wells, stoves, pots etc); CL:只[zhī],双[shuāng]
快要	be about to; be going to; nearly at the point of (doing sth); about to (do sth)
复苏	resuscitate; recovery; come to; revive; to recover (health, economic); to resuscitate; anabiosis
民间	nongovernmental; among the people; popular; folk; non-governmental; involving people rather than governments
过道 	corridor; 
天堂	paradise; heaven
市民	citizen; city resident; city resident
一行	delegation; a group travelling together; party; party; delegation
车票	ticket; ticket (for a bus or train)
发电	generate electricity; power generation; to generate electricity; to send a telegram
对外	foreign; external; external; foreign; pertaining to external or foreign (affairs)
特地	for a special purpose; specially; specially; for a special purpose
玉	jade
井	well; a well; neat; orderly; surname Jing; Jing, one of the 28 constellations of Chinese astronomy; CL:口[kǒu]
去掉	get rid of; do away with; take out; to get rid of; to exclude; to eliminate; to remove; to delete; to strip out; to extract
识	knowledge; know; remember; to know; knowledge; to write a footnote
不少	not a few; a lot; many; a lot; not few
灰色	gray; pessimistic; gray; ash gray; grizzly; pessimistic; gloomy; dispirited; ambiguous
声明	to state; to declare; statement; declaration; CL:项[xiàng],份[fèn]
病情	state of an illness; patient’s condition; state of an illness; patient's condition
雨	rain; (of rain, snow etc) to fall; to precipitate; to wet; CL:阵[zhèn],场[cháng]||(literary) to rain
一代	generation
海水	seawater; brine; sea; seawater
成品	end product; finish product; finished goods; a finished product
餐饮	catering; repast; food and beverage; catering; repast
暖	warm; genial; warm up; warm; to warm
清理	Clear; to clear up; to tidy up; to dispose of
便利	facilitate; convenient; easy; to facilitate
幅度	range; extent; width; extent; range; scope
志愿	volunteer; aspiration; wish; aspiration; ambition; to volunteer
吸烟	smoke; to smoke
只	single; lonely; only; just; simply; merely; only; merely; just; but||grain that has begun to ripen||classifier for birds and certain animals, one of a pair, some utensils, vessels etc
肥	fat; fertile; fat; fertile; loose-fitting or large; to fertilize; to become rich by illegal means; fertilizer; manure
增值	value-added; appreciation; increase in value; to appreciate (financially); to increase in value; value-added (accountancy)
收回	withdraw; regain; call in; countermand; to regain; to retake; to take back; to withdraw; to revoke
重建	rebuild; reconstruct; reestablish; rehabilitate; reconstruction; to rebuild; to reestablish; reconstruction; rebuilding
灭	destroy; extinguish; exterminate; drown; put out; to extinguish or put out; to go out (of a fire etc); to exterminate or wipe out; to drown
大脑	cerebrum; brain; brain; cerebrum
括号	brackets; parentheses; parentheses; brackets
月份	month
歌手	singer; vocalist; singer
过度	excessive; over-; excess; going too far; extravagant; intemperate; overdue
排名	rank; to rank (1st, 2nd etc)/ranking
遭受	Suffer; to suffer; to sustain (loss, misfortune)
晕车	carsickness; motion sickness; to be carsick
参展	take part in an exhibition; participate in an exhibition; to exhibit at or take part in a trade show etc
南部	south; southern part
花瓶	vase; jardiniere; flower vase/(fig.) female employee considered to be just a pretty face (attractive but not very competent)
胜	win; defeat; beat; can bear; be superior; victory; success; to beat; to defeat; to surpass; victorious; superior to; to get the better of; better than; surpassing; superb (of vista); beautiful (scenery); wonderful (view); equal to (a task)
中	middle; in; among; in; middle; center; while (doing sth); during; (dialect) OK; all right||to hit (the mark); to be hit by; to suffer; to win (a prize, a lottery); surname Zhong||within; China; Chinese
风光	Scenery; scene; view; sight; landscape; to be well-regarded; to be well-off; grand (dialect); impressive (dialect)
挨	Next to; in order; in sequence; close to; adjacent to||to suffer; to endure; to pull through (hard times); to delay; to stall; to play for time; to dawdle
钻	diamond; jewel; drill; to drill; to bore; to get into; to make one's way into; to enter (a hole); to thread one's way through; to study intensively; to dig into; to curry favor for personal gain||an auger; diamond
敲 	knock on the door, or type; 
短语 	phrase; 
层次	gradation; arrangement; layer; level; gradation; arrangement of ideas; (a person's) standing
工作日	workday; working day; workday; working day; weekday
原	primary; original; former; raw; pardon; level; (Japanese surname) Hara; former; original; primary; raw; level; cause; source; surname Yuan
开车	drive; drive a car; to drive a car
特价	special offer; bargain price; special price
之外	outside; except; outside; excluding
停车场	parking lot; car park
联赛	league; (sports) league; league tournament
认	recognize; know; make out; identify; adopt; admit; to recognize; to know; to admit
马路	road; street; street; road; CL:条[tiáo]
顾	look at; look after; attend; turn around and look at; to look after; to take into consideration; to attend to; surname Gu
定期	regular; at set dates; at regular intervals; periodic; limited to a fixed period of time; fixed term
宝	treasure; precious; treasured; jewel; gem; treasure; precious
录	record; write down; copy; to carve wood; diary; record; to hit; to copy; surname Lu
中学	middle school; middle school/CL:个[gè]
加以	moreover; in addition; in addition; moreover; (used before a disyllabic verb to indicate that the action of the verb is applied to sth or sb previously mentioned); to apply (restrictions etc) to (sb); to give (support, consideration etc) to (sth)
宝宝	baby; darling; darling; baby
作战	fight; war; do battle; combat; combat; to fight
全球	global; the whole world; the whole world; worldwide; global
塔	pagoda; tower; minaret; stupa (abbr. loanword from Sanskrit tapo); CL:座[zuò]
自身	oneself; self; itself; oneself; one's own
国内	domestic; internal; domestic; internal (to a country); civil
当作	regard as; treat as; to treat as; to regard as
珍贵	precious
年前	before the New Year; years ago; by the end of the year; at the end of the year; shortly before New Year
遇见	meet; come across; to meet
增大	enlargement; magnify; increase; to enlarge; to amplify; to magnify
率先	lead; take the lead; to take the lead; to show initiative
报答	reciprocate; pay back; repay; to repay; to requite
洗衣机	washing machine; washer/CL:台[tái]
侄女	brother's daughter; niece
盒饭	box lunch; meal in a partitioned box
